Precip,Pot_ET,Strmflw
0,2.03,0.16
0,1.26,0.16
0,0.93,0.15
0,1.27,0.15
0,1.52,0.15
0,1.91,0.14
21,1.28,0.14
8.79,0.47,0.21
0,1.08,0.28
32.44,0.23,0.35
0,0.38,0.48
0,1.46,0.41
0.04,1.66,0.32
34.5,1.68,0.27
13.47,0.23,0.5
0,1.7,0.87
0,1.73,0.65
2.68,1.15,0.49
31.54,0.68,0.47
20.22,0.5,0.88
0.09,1.21,1.01
0,1.28,1.39
0,1.43,1.1
0,1.35,0.68
0,0.88,0.45
0.03,1,0.36
5.58,0.46,0.32
0,1.91,0.3
0,1.15,0.29
0,0.89,0.27
10.08,1.4,0.26
1.93,1.62,0.31
0.01,1.38,0.38
0,1.06,0.47
11.53,0.44,0.58
0,1.33,0.73
0,1.66,0.63
0,1.24,0.56
0,1.96,0.5
5.01,0.84,0.46
26.07,0.09,0.43
7.52,0.37,0.6
24.32,0.25,0.83
0,1,1.26
0,0.49,1.88
0,0.79,1.26
0.06,0.79,0.8
25.15,0.1,0.58
14.92,0.17,0.88
0,1.15,1.69
0,1.03,3.87
0,0.55,3.63
0,0.83,1.39
1.42,0.45,0.88
1.01,0.19,0.7
0,0.87,0.61
0,0.56,0.55
0,0.6,0.49
1.9,0.62,0.46
5.24,0.09,0.51
21.5,0.18,0.61
83.74,0.29,5.29
0.11,0.48,11.67
0.46,0.59,12.93
32.87,0.49,16.82
0,1.73,13.18
0.02,0.4,7.73
30.65,0.18,9.49
0.01,0.32,8.54
0,0.95,7.84
0,0.53,5.59
22.86,0.17,4.1
0,0.58,5.41
0,0.65,4.58
0.11,1.33,3.74
19.35,0.07,3.06
0.47,0.46,3.44
10.52,0.65,3.85
28.07,0.21,5.22
0.04,0.28,7.09
0.06,1.15,6.65
0,1.25,6.2
0,1.63,4.07
0,1.66,2.74
0,1.26,2.02
0,0.72,1.51
0,1.28,1.33
0,1.56,1.22
0,0.77,1.11
15.55,0.42,1.01
21.91,0.11,2.6
0.44,1.51,4.59
4.18,0.34,4.78
0.81,0.29,4.17
2.77,0.53,2.87
77.49,0.53,3.17
9.25,0.56,12.35
1.07,0.69,15.19
0,2.92,19.83
0,1.23,15.31
9.01,0.94,5.95
1.11,2.46,3.78
23.44,0.65,3.68
103.59,0.42,9.79
0,1.78,23.5
0,2.69,38.66
0,3.07,36.28
0,1.53,14.4
0,2.9,4.72
0,3.82,3.36
8.99,0.29,2.42
0,2.5,2.23
0,3.79,2.09
0,2.69,1.82
0.44,4.63,1.6
0,3.29,1.41
0,1.56,1.28
0,3.58,1.18
0,2.46,1.1
0,3.57,1.02
0,1.34,0.94
0.05,1.62,0.9
27.76,0.73,0.87
1.39,3.06,2.41
0,3.79,2.8
0,4.12,2.74
0,3.9,1.93
0,3.78,1.24
0,4.34,0.98
0,1.91,0.87
0,1.67,0.79
0.17,0.79,0.74
0.18,2.96,0.72
48.32,0.57,0.71
43.79,0.83,4.61
2.34,2.02,8.81
0,4.55,12.93
0,4.76,14.94
1.01,3.96,8.61
10.23,0.61,4.22
0,3.26,3.11
0,1.74,2.51
0.05,2.22,2.27
34.4,0.95,1.54
2.04,1.51,1.41
0,5.5,2.69
0,5.55,4.9
0,5.77,5.1
0,3.67,2.63
0,1.4,1.94
0,1.83,1.22
0,1.06,0.98
0.14,0.99,0.86
17.34,0.9,0.8
32.01,0.83,0.89
5.07,0.86,1.66
0,1.11,2.47
4.31,2.78,2.87
0,3.3,2.81
0,5.19,3.15
0,0.92,2.86
0,4.13,1.57
0,2.39,1.16
5.27,1.49,0.94
0.86,1.59,0.85
31.42,0.61,0.85
0,0.74,1.2
0,4.12,1.81
0.32,4.41,2.35
0,3.54,2.04
0,3.13,1.31
0,4.07,0.95
5.77,2.58,0.79
7.21,1.79,0.74
0,1.99,0.74
0,6.07,0.74
0,6.39,0.73
0,6.87,0.65
0,6.68,0.56
0,4.77,0.5
1.18,4.09,0.46
0,3.93,0.44
0,1.89,0.41
10.46,2.73,0.39
29.09,1.04,0.38
0,4.42,0.42
0,6.14,0.54
0,6.28,0.75
0,2.59,0.82
0,2.32,0.72
27.4,1.41,0.59
0.84,0.84,0.61
3.06,1.9,0.71
1.57,4.51,0.75
16.81,2.77,0.84
9.18,2.69,0.91
0,3.76,1.1
34.85,1.85,1.26
3.63,3.22,1.47
0,2.33,2
0,5.97,2.32
0,5.37,2.4
16.66,3.92,1.54
0,7.25,1.04
0,6.87,0.89
0,6.59,0.87
0,6.73,0.76
0,4.98,0.56
0,6.14,0.44
0,6.16,0.38
0,6.9,0.34
0,7.31,0.31
0,7.07,0.28
0,1.39,0.26
0,3.67,0.25
8.68,3.7,0.24
5.96,3.55,0.24
0.01,1.75,0.29
0,2.85,0.34
0,4.76,0.34
0,5.67,0.31
1.35,2.37,0.29
0,4.42,0.26
0.08,4.09,0.24
0,5.43,0.23
0.42,6.34,0.22
0,7,0.21
0,5.75,0.2
17.05,4.05,0.2
27.62,1.48,0.19
7.7,1.94,0.2
5.69,1.99,0.27
1.75,1.26,0.41
52.42,0.8,0.53
0,5.24,0.73
24.48,2.48,1.01
0.03,1.81,1.41
0.4,5.07,1.94
0.14,4.88,2.24
0,5.1,1.83
10.77,3.28,1
1.8,2.52,0.68
27.43,1.02,0.61
3.2,1.69,0.75
0.09,4.47,0.9
0,2.14,1.18
4.26,2.32,1.34
3.07,1.6,1.23
9.91,2.31,0.97
2.37,2.57,0.91
0.39,2.78,0.89
0,4.71,0.84
0,5.78,0.62
0,5.72,0.48
0,5.35,0.39
2.98,3.18,0.35
0.19,3.67,0.4
0.1,5.26,0.37
1.41,5.95,0.44
0.04,6.35,0.42
0,6.73,0.32
5.6,6.37,0.28
4.08,5.95,0.26
0,5.6,0.27
34.12,2.76,0.33
0.37,3.44,0.38
0,4.54,0.47
0,5.28,0.48
0.15,5.44,0.39
0,5.38,0.32
0,6.45,0.27
1.42,5.33,0.25
0,5.94,0.23
1.34,3.5,0.22
26.56,4.55,0.21
7.35,2.96,0.29
0.01,2.3,0.63
15.12,2.85,0.93
12.93,2.06,1.26
0.12,2.8,0.9
8.24,3.83,0.68
0.25,4.81,0.51
0,4.95,0.4
2.69,5.64,0.35
9.54,5.6,0.33
0,4.48,0.3
10.5,1.46,0.29
6.57,1.94,0.33
0,4.78,0.68
0,4.37,0.56
0,3.95,0.48
0,4.48,0.4
0.37,6.66,0.36
0,5.4,0.3
0,6.39,0.26
0,6.57,0.25
3.94,2.02,0.63
94.03,1.2,1.63
0,4,3.14
0,5.94,5.02
0.29,1.93,3.77
1.42,0.6,2.01
0,0.73,1.21
0.48,0.82,0.91
73.5,0.7,0.69
0.17,2.19,1.61
0.15,4.75,2.51
0,5.35,3.77
0,3.45,4.39
0,2.85,2.26
0,1.54,1.26
0,2.42,0.93
0,3.74,0.79
0,3.78,0.67
0,4.32,0.59
0,4.8,0.53
0.71,5.17,0.48
0,4.69,0.44
0.7,2.46,0.41
1.34,4.18,0.39
0,3.07,0.37
0,4.52,0.34
0,5,0.33
0,2.71,0.31
0.65,2.34,0.29
0,3.9,0.28
0,4.65,0.28
0,4.06,0.27
0,4.14,0.26
0,3.51,0.25
0,2.73,0.24
0,3.58,0.24
0,3.5,0.24
0,4.01,0.23
0,2.71,0.23
0,1.91,0.22
0.47,1.01,0.22
0.27,3.63,0.22
0,2.82,0.22
0,3.16,0.21
0,3.34,0.21
0,3.66,0.21
3.88,3.22,0.21
12.9,1.19,0.27
0.04,1.78,0.35
32.41,0.82,0.33
7.75,2.02,0.99
0,3.36,1.12
0,2.49,0.77
0,2.75,0.55
0,1.8,0.43
0,1.04,0.37
0,2.64,0.33
0,1.09,0.3
54.71,1.08,0.3
3.87,0.51,3.74
3.27,1.05,2.94
0,2.18,2.2
0,2.27,1.61
0,2.11,0.96
0,2.09,0.73
0,2.47,0.61
0,2.08,0.54
0,1.95,0.49
0,2.51,0.45
0,1.59,0.43
0,1.55,0.41
16.01,0.64,0.39
29.87,0.15,0.75
2.36,1.13,2.51
41.42,0.23,7.48
1.95,1.97,9.6
0,1.68,9.33
0.14,2.45,10.53
0,1.79,4.74
0,0.9,2.55
0,1.55,1.67
0,1.85,1.17
0,0.7,0.99
0,1.6,0.88
0,1.87,0.81
2.32,0.46,0.79
0.07,1.77,0.79
0,2.03,0.76
0,2.01,0.68
0,2.07,0.63
0,1.23,0.6
17.59,0.67,0.58
46.14,0.19,1.86
0,0.97,6.29
0.83,0.53,6.36
1.71,0.95,7.14
0,1.39,4.64
0,1.27,2.7
0,0.87,1.88
0,0.51,1.28
0.34,1.12,1.1
10.63,0.52,1
16.86,0.53,1.22
11.56,1.19,2.44
0,1.88,3.61
0,1.18,4.03
0,0.81,3.05
0,0.68,2.07
3.84,0.28,1.46
0,0.35,1.16
0,0.46,1.1
0,1.5,1.03
0.1,1.03,0.96
8.7,0.5,0.88
0,0.43,0.96
0,0.6,1.07
0,1.71,1.02
1.03,0.44,0.97
4.34,0.18,0.88
5.11,0.23,0.93
0,0.33,0.99
64.5,0.95,4.98
0,1.91,9.6
0,0.73,11.47
0,0.2,12.14
0,0.63,5.22
36.04,0.3,3.92
3.46,0.13,8.17
0,0.26,7.87
0,0.79,7.04
0,0.57,4.69
11.07,0.77,3.01
36.32,0.28,3.23
0,1.85,8.56
0.11,1.48,9.14
4.13,0.66,11.6
9.48,0.12,6.79
0,0.19,4.49
0.04,0.53,3.39
1.15,0.34,2.46
8.77,0.71,1.88
0,0.66,2.01
0,1.78,1.91
0,0.76,1.91
0,1.32,1.56
0,1.29,1.32
12.39,0.78,1.19
0,1.99,1.52
0,1.45,1.77
11.6,0.72,1.79
67.12,0.19,5.01
0,0.43,13.31
0,0.46,15.06
0,0.73,15.06
0,0.81,6.82
0,2.41,3.59
0.9,0.76,2.62
0,0.63,1.91
0,2,1.62
0,1.64,1.42
0,1.16,1.29
0.34,2.76,1.2
0,0.91,1.13
0,2.57,1.07
0,2.43,1
0,2.57,0.93
0,3.36,0.86
0,2.83,0.79
0,3.03,0.74
0,4.2,0.72
8.92,1.01,0.7
3.82,0.54,0.79
0.06,2.36,0.91
0.13,2.45,0.86
11.96,0.82,0.8
0.15,1.35,0.92
0,2.51,1.56
26.94,0.76,2.79
0.23,1.8,5.82
0,1.6,5.05
0.37,1.94,3.65
0.01,1.25,1.97
5.61,0.47,1.31
0,1.38,1.12
0,2.12,1.32
0,1.76,1.21
29.77,1.2,0.94
24.56,0.62,3.84
0,4.02,7.42
21.22,0.55,11.17
41.18,0.71,11.92
0,4.62,13.81
0,4.14,12.39
1.68,1.61,11.96
7.43,3.21,5.54
0,1.21,3.69
10.68,0.34,3.06
48.29,0.44,6.2
33.54,0.65,17.57
73.54,0.54,20.84
0.02,4.17,28.24
0,2,31.13
0,3.9,26.48
5.81,0.66,13.43
0.07,0.51,5.18
0.06,4.8,3.79
0,4.18,2.7
7.04,4.04,2.08
14.2,2.03,2.87
15.03,5.15,2.81
0,5.48,3.78
0,5.44,3.8
57.07,1.18,4.33
65.64,0.47,17.57
59.54,0.46,26.74
0,1.45,37.4
0,4.96,34.14
0,4.75,23.72
0,3.37,8.7
0,1.28,4.18
1.6,3.53,3.06
0,5.16,2.25
0,5.32,1.83
0,6.21,1.57
0,4.69,1.37
0,4.65,1.22
54.41,1.55,1.11
0.19,2.93,4.9
0,1.08,9.72
0,4.51,11.54
0,6.22,6.31
0.03,1.87,3.18
4.38,0.83,2.1
18.61,1.65,1.52
0,2.51,2.23
0,4.32,2.03
0,4.86,1.81
0,5.32,1.32
0.71,1.54,1.05
0,1.65,0.92
0,6.52,0.83
0,6.64,0.7
0,5.7,0.65
0,2.46,0.62
0.15,1.2,0.67
8.54,1.25,1.08
0.98,1.25,8.9
60.88,0.9,11.57
26.6,2.2,12.8
6.03,4.03,13.31
15.3,0.75,12.8
0,2.3,11.85
23.29,2.81,5.84
14.46,2.52,8.2
4.33,4.58,10.19
0,5.77,7.66
8.1,4.56,4.96
0,6.82,3.06
0,6.08,1.85
0,5.17,1.44
0,5.09,1.18
0,2.9,0.98
0,5.87,0.86
0,6.02,0.77
0,5.44,0.7
0,5.19,0.65
0,6.01,0.61
0,4.93,0.58
0,6.02,0.55
0,3.31,0.52
18.36,2.77,0.52
0.1,2.87,0.93
0,7.14,0.67
0,7.03,0.55
0,6.59,0.5
0,7.1,0.47
0,7.4,0.44
0,7.61,0.42
0,7.8,0.4
0,6.84,0.39
0.77,3.34,0.38
12.67,2.41,0.37
0,1.61,0.43
0.16,3.28,0.45
0,4.4,0.41
0.38,2.63,0.4
22.03,1.36,0.4
0,2.92,0.48
9.21,3.95,0.5
0,5.76,0.96
0,4.45,0.78
0,2.4,0.58
0,6.8,0.48
0,7.85,0.42
0,6.95,0.38
0,5.21,0.35
0,7.62,0.33
0,6.71,0.32
0,7.03,0.31
7.62,6.39,0.3
0,2.66,0.42
0,7.29,0.32
0,6.95,0.29
0,8.15,0.28
0,7.96,0.27
0,8.62,0.26
0,8.67,0.25
0,8.33,0.24
14.18,7.05,0.24
1.28,5.06,0.29
5.19,4.52,0.36
15.45,6.8,0.33
62.33,3.25,0.38
7.25,1.34,2.28
18.8,1.46,2.6
2.21,2.59,2.8
0,4.8,1.72
0.72,4.92,1.41
0,4.4,0.85
9.31,1.91,0.6
2.49,3.11,0.68
0,6.11,0.61
0,7.52,0.65
0,6.71,0.49
0,6.77,0.41
3.85,6.12,0.37
7.01,4.07,0.36
0.37,4.66,0.39
0,5.57,0.36
0,6.57,0.45
0,7.08,0.4
0,7.32,0.36
6.12,4.23,0.32
9.71,2.5,0.3
0,2.58,0.32
0,6.11,0.36
3.13,5.95,0.34
0,5.68,0.31
0,6.09,0.29
0,4.63,0.28
0,5.11,0.27
0,5.88,0.27
0,5.97,0.26
0,6.06,0.25
0.47,7.22,0.24
0,8.36,0.23
0,7.12,0.22
0,6.12,0.21
0.57,5.95,0.21
0.96,5.57,0.21
8.44,2.34,0.24
6.97,3,0.26
0,4.5,0.27
5.65,4.17,0.27
0,5.66,0.3
0,5.34,0.27
2.86,4.43,0.25
0.16,5.96,0.25
0,4.62,0.25
0,3.21,0.24
0.04,2.43,0.23
0,5.42,0.22
0,4.38,0.21
0,5.85,0.21
0,6.23,0.2
0,5.59,0.2
0,5.37,0.2
0,5.49,0.21
0.1,5.71,0.2
0.09,6.42,0.2
0,5.62,0.19
13.08,1.06,0.19
0,2.27,0.19
0.19,1.43,0.2
0.19,2.25,0.2
0.07,3,0.2
0,4.51,0.19
0,4.61,0.2
0.31,2.98,0.18
0.02,3.16,0.18
0,2.02,0.18
0,2.85,0.17
1.31,1.38,0.17
37.89,0.78,0.19
2.74,0.77,0.3
0.04,2.34,0.34
0,3.93,0.28
0,3.62,0.24
0,4.3,0.21
0,4.82,0.19
0,4.25,0.18
0,4.02,0.17
0,4.32,0.17
0,3.98,0.17
0,3.98,0.17
0,4.93,0.17
0,4.08,0.16
0,3.82,0.16
0,4.02,0.16
0,3.92,0.16
0,1.71,0.16
34.17,0.88,0.16
28.13,0.6,0.2
0.7,1.52,0.31
0,1.06,0.66
0,2.78,0.54
0,3.64,0.41
1.15,3.55,0.28
13.53,1.82,0.24
0,3.14,0.4
0,1.74,0.39
31.63,1.26,0.32
0.63,0.47,0.68
0.04,0.5,0.58
0,2.87,0.51
0.17,2.78,0.5
0,0.95,0.34
0,1.01,0.28
0,1.22,0.25
0,2.51,0.23
0,2.9,0.21
0,3.16,0.2
0,3.64,0.2
0,3.13,0.2
0,1.99,0.19
0,1.45,0.19
0,2.74,0.19
0,2.09,0.18
0,1.82,0.18
39,1.75,0.18
11.43,0.28,0.19
13.7,0.39,1.09
12.44,0.42,5.65
0,0.61,3.97
0,1.42,2.54
0,0.84,1.88
0,0.89,1.04
31.72,0.65,0.62
14.79,0.17,0.91
0.09,0.5,2.02
0,1.53,2.99
33.68,0.38,3.69
0,0.4,3.1
0,1.14,2.79
0.38,2.18,2.7
0,2.28,1.87
0,1.74,1.01
0,0.85,0.73
0,2.12,0.61
0,1.89,0.54
0,1.5,0.49
0,1.47,0.46
0,1.18,0.43
0,1.51,0.41
24.83,0.42,0.41
0,0.64,0.69
0,1.16,0.82
0,1.81,0.89
0,0.99,0.79
0,1.12,0.62
1.6,1.57,0.55
0.57,1.18,0.51
0,1.72,0.49
0,2.33,0.46
0,0.52,0.44
0,1.27,0.44
0,1.6,0.43
0,0.67,0.41
0.05,0.9,0.4
6.11,1.34,0.4
0,1.64,0.44
0,0.59,0.43
0,1.6,0.41
0,1.32,0.4
0,1.54,0.39
0,1.36,0.38
0,1.44,0.37
0,1.64,0.37
0,1.49,0.36
0,1.72,0.36
0,2.1,0.35
0,1.16,0.34
20.84,0.78,0.34
0,0.97,0.51
0,1.07,0.62
1.15,1.12,0.63
0,1.9,0.58
0,0.87,0.51
0,1.5,0.45
0,2,0.42
0,1.45,0.4
0,1.69,0.4
0,1.7,0.39
0,1.58,0.38
0,1.37,0.37
2.52,1.01,0.36
19.3,0.29,0.38
0,0.37,0.53
0,0.35,0.88
0,1.66,0.95
0,1.93,0.72
0,2.01,0.58
0,1.18,0.52
10.1,0.5,0.48
0.1,2.11,0.55
0,2.14,0.65
0,0.73,0.6
0,0.77,0.52
36.08,0.55,0.53
0,1.68,1.69
0,1.5,2.72
0,1.03,2.84
12.37,0.66,1.91
4.62,0.56,1.51
0.11,0.33,1.68
0,1.66,1.86
0,1.56,1.52
30.71,0.63,1.82
0,1.8,3.39
0,1.28,3.41
0,1.23,3.09
0,1.09,2.03
6.34,0.51,1.19
5.66,0.47,1.07
0.14,0.64,1.1
0.04,0.57,1.51
0.04,1.71,1.58
0,3.32,1.21
0,1.32,0.94
2,1.71,0.8
0,3.64,0.72
0,3.27,0.64
0,1.73,0.58
0,3.51,0.55
0,3.76,0.51
0,2.22,0.49
5.34,0.52,0.47
0,2.68,0.47
0,1.26,0.51
66.23,0.89,2.69
0,3.18,7.95
0.02,2.55,6.5
0,1.88,7.26
0,2.07,4.44
0,3.49,2.25
0,1.7,1.31
0,2.91,0.95
0,1.89,0.8
0,1.38,0.71
0,4.19,0.65
1.89,2.63,0.61
0,4.53,0.58
0,4.26,0.57
3.09,2.62,0.55
0,4.33,0.53
0,3.33,0.51
40.99,1.2,0.49
5.89,1.09,2.23
0,3.96,3.58
0,4.13,3.43
0,2.21,2.52
0,4.52,1.47
0,2.93,0.92
0,2.03,0.74
75.79,1.27,0.75
11.93,5.52,8.33
28.77,3.03,10.42
7.56,3.12,15.69
0,4.52,18.7
0,2.34,12.3
16.21,3.58,7.56
0,5.2,3.54
0,4.72,3.89
0,2.54,4.27
0,1.76,3.1
0.01,2.71,1.77
0,3.85,1.18
0,1.94,0.91
0,2.45,0.77
0,3.2,0.68
0,2.66,0.62
0,5.84,0.57
0,2.45,0.52
1.77,2.91,0.52
0,1.82,0.48
0,2.61,0.45
0,3.44,0.42
0,4.22,0.4
0,1.47,0.39
12.18,1.19,0.37
0,2.07,0.39
0,2.33,0.42
0,6.18,0.39
0,6.43,0.36
0,1.49,0.33
0.04,2.18,0.32
2.47,2.03,0.32
0,2.06,0.31
0,4.42,0.29
0,3.21,0.28
0,2.31,0.28
3.76,1.14,0.28
1.14,1.14,0.28
0,1.15,0.28
0,2.28,0.28
0.15,1.51,0.27
10.55,3.9,0.27
0,3.61,0.27
0,6.32,0.27
0,6.05,0.27
10.88,3.39,0.26
0.07,6.17,0.28
5.54,1.57,0.28
0.7,5.5,0.27
15.2,3.86,0.27
26.19,5.07,0.36
0,1.29,0.71
0,5.31,0.75
0,3.64,0.59
0,2.17,0.42
0,3.82,0.33
12,2.65,0.29
13.59,3.11,0.31
0,2.38,0.32
0,6.72,0.3
0,5.56,0.28
0,3.28,0.26
0,3.49,0.24
0.92,3,0.23
26.09,2.91,0.23
6.8,2.5,0.24
4.24,1.36,0.62
1.47,1.26,0.84
0.44,4,0.54
2.14,2.82,0.42
2.03,3.94,0.44
0,4.32,0.47
0.17,4,0.46
10.8,2.47,0.34
9.72,2.74,0.31
0,4.35,0.37
0.34,5.89,0.42
0,5.88,0.32
0,6.13,0.28
0,4.19,0.25
0,7.54,0.23
0.04,5.58,0.22
0,4.1,0.2
0,7.32,0.19
0,6.59,0.19
6.76,6.1,0.18
4.38,2.73,0.18
4.73,3.99,0.21
0,5.64,0.21
0,6.1,0.2
0,7.2,0.19
0,5.2,0.18
0.98,5.94,0.17
44.75,0.8,0.19
10.69,1.8,0.4
0.28,2.9,0.6
1.66,2.25,0.65
14.83,1.54,0.53
6.88,2.59,0.54
0,5.47,0.49
0,5.52,0.42
0,7.28,0.31
6.97,6.41,0.25
4.43,4.74,0.24
0,6.25,0.37
0,6.55,0.32
0,6.09,0.26
0,6.78,0.22
0,5.98,0.19
0,5.57,0.18
0.78,5.92,0.17
0,6.78,0.17
0,7.07,0.16
0,5.71,0.16
0,7.09,0.15
0,7.58,0.15
8.9,7.6,0.14
5.76,4.65,0.14
0.04,5.49,0.34
7.64,5.57,0.26
0,5.31,0.23
5.07,3.91,0.23
0,5.91,0.19
0,7.12,0.17
0,5.57,0.16
0.28,5.79,0.15
0.04,5.42,0.14
2.6,4.35,0.14
0.14,6.04,0.14
7.95,3.98,0.14
7.9,4.34,0.14
0,4.65,0.16
0,5.51,0.16
0,4.48,0.15
0,6.53,0.15
0,6.65,0.14
2.31,6.2,0.13
0,4.4,0.13
0,6.69,0.13
10.49,3.73,0.13
3.71,2.11,0.13
0.26,3.66,0.12
2.32,1.47,0.12
0,1.86,0.13
0,2.48,0.13
0.06,1.67,0.13
0,3.69,0.13
1.19,4.17,0.13
0.47,6.35,0.12
0,6.51,0.12
0,5.8,0.11
0,2.22,0.11
29,2.03,0.11
4.54,4.27,0.12
17.84,2.19,0.37
0,1.72,0.31
34.69,1.69,0.39
22.08,0.77,0.53
2.25,2.19,0.55
0,6.23,1.25
0,5.16,0.94
0,5.42,0.47
0,2.46,0.33
0,6.22,0.25
0,5.85,0.2
0,5.97,0.18
0,4.45,0.16
5.89,3.03,0.15
6.28,2.78,0.16
7.34,0.9,0.18
0.01,3.21,0.16
0,5.2,0.16
0,5.15,0.15
0,4.67,0.14
0,3.24,0.13
0,4.71,0.13
0,5.18,0.13
0,5.66,0.12
0,4.77,0.12
0,4.83,0.12
0,4.11,0.12
0,4.71,0.12
0,5.35,0.12
0,5.67,0.11
0,5.42,0.11
0,2.86,0.11
0,6.09,0.11
0,4.07,0.11
0,5.05,0.1
0,5.34,0.1
0,2.66,0.1
0.53,1.73,0.1
20.39,0.45,0.11
1.21,0.55,0.13
3.82,1.18,0.16
0.01,1.49,0.15
0.04,0.84,0.14
0,4.04,0.14
1.01,1.9,0.13
0,2.58,0.12
0,2.59,0.12
0,3.51,0.12
4.36,2.04,0.12
0,3.93,0.12
0,3.48,0.12
0,2.07,0.11
0,1.41,0.11
13.52,1.62,0.11
0,2.18,0.12
36.6,0.5,0.15
3.3,0.45,0.19
0.04,2.12,0.22
0,1.9,0.2
0,3.06,0.2
0,2.28,0.18
0,2.37,0.16
0,1.39,0.15
0,1.1,0.14
0,2.21,0.14
0.47,1.74,0.14
2.81,2.05,0.16
0,3.3,0.14
0,2.38,0.14
0.03,2.97,0.13
8,0.67,0.13
0,2.24,0.18
0,2.8,0.15
0,1.3,0.14
0,1.21,0.14
0,2.48,0.13
0,1.71,0.13
0.12,1.3,0.13
0,2.27,0.13
0,2.53,0.13
1.53,1.97,0.13
0,2.34,0.13
0,1.53,0.13
0,1.81,0.13
1.66,1.6,0.13
0.03,2.1,0.13
0,2.53,0.14
0.22,1.52,0.14
5.97,0.75,0.14
0,1.5,0.14
3.88,1.19,0.15
28.86,1.2,0.17
0.02,2.26,0.31
0,1.91,0.31
0,2.65,0.25
0,2.9,0.22
0,1.79,0.2
0,0.76,0.18
0,2.13,0.17
0,2.74,0.17
0,2.38,0.16
0,1.84,0.15
0.69,1,0.15
18.69,0.34,0.21
20.73,0.21,0.27
30.67,0.23,1.05
0.15,1.66,1.26
0,1.91,1.15
1.74,0.91,0.81
0.19,1.8,0.5
0,1.32,0.38
0,1.18,0.31
5.77,0.9,0.29
6.98,1.41,0.28
1.88,0.84,0.36
17.18,0.46,0.32
0,1.06,0.41
0.09,0.59,0.53
0,1.42,0.65
0.15,1.09,0.56
0,1.51,0.41
4.34,0.86,0.34
39.96,0.19,0.55
0,0.15,1.21
1.62,0.25,2.08
30.24,0.83,2.5
0,2.72,1.85
0,1.98,2.47
0,0.98,2.53
14.63,0.46,2.38
0,1.12,1.78
0,1.67,1.29
0,1.75,0.99
0,1.13,0.73
11.59,0.4,0.59
10.37,0.18,0.54
0.19,0.6,0.65
7.04,1.45,0.64
0,1.13,0.76
0,1.31,1.07
1.92,0.84,1.48
0,1.61,1.14
0.21,0.73,0.79
0.42,0.59,0.69
0,1.14,0.63
19.34,1.16,0.59
0,1.92,0.82
0,1.61,0.95
0,2.16,0.85
0.75,2.48,0.74
0,0.85,0.59
0.36,1.89,0.51
8.15,1.45,0.46
6.62,0.79,0.48
0,1.16,0.57
53.14,0.31,1.55
2.71,0.39,5.13
0.02,0.58,4.09
0,0.79,5.46
3.46,0.5,4.05
0,1.65,2.08
0.35,1.2,1.25
12.99,0.46,1.13
0,1.77,1.37
0,2.45,1.5
3.37,0.6,1.3
0,0.82,1.03
0,1.25,0.83
35.74,0.83,0.74
36.83,1.66,5.78
0,1.14,9.46
0,1.6,11.05
0,2.19,11.63
0,1.63,4.5
0,3.95,2.78
0,3.31,1.68
0,3.63,1.08
0,2.73,0.88
0,1.69,0.75
34.45,0.67,0.73
0.85,0.42,2.69
0.1,0.46,3.79
0,2.09,3.86
0,2.82,2.74
0,1.64,1.42
0,1.78,1.05
0.21,1.58,0.88
25.55,0.61,0.8
0.67,2.93,1.66
0,3.2,2.81
0,1.75,2.9
0,2.77,1.77
0,1.43,1.07
0,1.91,0.86
0.08,1.15,0.75
0,2.15,0.68
0,2.94,0.64
0.13,2.5,0.6
0,1.7,0.56
0,2.35,0.53
0,4.58,0.5
0,3.23,0.47
21.14,0.58,0.45
0.53,0.58,0.58
0,2.18,1.83
11.28,0.6,2.48
0.82,2.23,1.76
0,4.24,1.4
0,1.88,1.51
0,3.49,0.94
0,2.33,0.66
4.18,1.64,0.56
20.93,1.69,0.81
0,2.45,1.72
0,2.12,1.86
0.63,4.91,1.2
0.01,1.8,0.79
4.28,2.3,0.67
0,4.53,0.6
0,3.4,0.53
0.1,1.76,0.47
0,3.47,0.42
0,1.89,0.39
0,5,0.37
0,4.41,0.34
0,2.16,0.33
0,1.89,0.31
1.28,1.25,0.31
0,2.83,0.3
14.29,1.37,0.3
0,3.71,0.34
28.26,1.35,0.33
44.53,1.25,1.28
5.82,0.88,4.15
0,1.78,6.14
0,5.02,9.57
1.76,2.84,5.31
36.83,2.62,3.59
0,3.81,6.1
0,2.79,4.49
0,4.26,3.09
9.09,2.12,1.54
0.85,1.6,1.01
0,1.64,0.96
0,1.6,1
0,5.28,0.84
0,5.52,0.64
0,4.24,0.55
0,3.43,0.48
7.14,1.11,0.64
0,5.8,0.67
0,6.34,0.46
0,3.79,0.4
0,5.66,0.37
0,3.07,0.34
0,4.18,0.32
0.02,1.69,0.3
0,4.5,0.29
0,5.96,0.27
0,5.16,0.26
0,2.44,0.25
0,4.55,0.24
0,4.79,0.23
0.1,6.21,0.22
22.46,3.56,0.21
0,4.55,0.4
8.3,3.76,0.34
4.86,4.17,0.34
0.1,2.75,0.32
0,4.92,0.28
0,3.26,0.28
0,6.45,0.25
0,6.71,0.23
0.59,3.95,0.2
0,4.33,0.19
0,6.89,0.18
0.15,6.04,0.18
0,5.07,0.17
0,5.58,0.16
0,6.12,0.16
0,6.21,0.15
0,4.43,0.15
0,6.24,0.15
